customer_id,risk_score,risk_category
77179,55,Medium Risk
77180,50,Medium Risk
77181,55,Medium Risk
77182,70,Medium Risk
77183,40,High Risk
77184,55,Medium Risk
77185,70,Medium Risk
77186,55,Medium Risk
77187,90,Low Risk
77188,55,Medium Risk
77189,55,Medium Risk
77190,75,Medium Risk
77191,55,Medium Risk
77192,35,High Risk
77193,40,High Risk
77194,40,High Risk
77195,40,High Risk
77196,70,Medium Risk
77197,55,Medium Risk
77198,70,Medium Risk
77199,40,High Risk
77200,75,Medium Risk
77201,70,Medium Risk
77202,55,Medium Risk
77203,70,Medium Risk
77204,85,Low Risk
77205,55,Medium Risk
77206,40,High Risk
77207,50,Medium Risk
77208,90,Low Risk
77209,50,Medium Risk
77210,65,Medium Risk
77211,55,Medium Risk
77212,70,Medium Risk
77213,40,High Risk
77214,55,Medium Risk
77215,55,Medium Risk
77216,55,Medium Risk
77217,55,Medium Risk
77218,55,Medium Risk
77219,15,High Risk
77220,75,Medium Risk
77221,70,Medium Risk
77222,55,Medium Risk
77223,70,Medium Risk
77224,55,Medium Risk
77225,90,Low Risk
77226,55,Medium Risk
77227,75,Medium Risk
77228,70,Medium Risk
77229,25,High Risk
77230,55,Medium Risk
77231,90,Low Risk
77232,70,Medium Risk
77233,70,Medium Risk
77234,70,Medium Risk
77235,70,Medium Risk
77236,55,Medium Risk
77237,55,Medium Risk
77238,90,Low Risk
77239,55,Medium Risk
77240,55,Medium Risk
77241,70,Medium Risk
77242,70,Medium Risk
77243,40,High Risk
77244,55,Medium Risk
77245,90,Low Risk
77246,55,Medium Risk
77247,90,Low Risk
77248,40,High Risk
77249,55,Medium Risk
77250,40,High Risk
77251,60,Medium Risk
77252,40,High Risk
77253,75,Medium Risk
77254,25,High Risk
77255,55,Medium Risk
77256,65,Medium Risk
77257,55,Medium Risk
77258,60,Medium Risk
77259,75,Medium Risk
77260,70,Medium Risk
77261,75,Medium Risk
77262,70,Medium Risk
77263,90,Low Risk
77264,55,Medium Risk
77265,60,Medium Risk
77266,70,Medium Risk
77267,40,High Risk
77268,70,Medium Risk
77269,70,Medium Risk
77270,40,High Risk
77271,50,Medium Risk
77272,40,High Risk
77273,40,High Risk
77274,55,Medium Risk
77275,55,Medium Risk
77276,70,Medium Risk
77277,70,Medium Risk
77278,55,Medium Risk
77279,60,Medium Risk
77280,70,Medium Risk
77281,55,Medium Risk
77282,55,Medium Risk
77283,75,Medium Risk
77284,70,Medium Risk
77285,55,Medium Risk
77286,55,Medium Risk
77287,55,Medium Risk
77288,70,Medium Risk
77289,55,Medium Risk
77290,55,Medium Risk
77291,55,Medium Risk
77292,55,Medium Risk
77293,55,Medium Risk
77294,55,Medium Risk
77295,35,High Risk
77296,40,High Risk
77297,55,Medium Risk
77298,55,Medium Risk
77299,35,High Risk
77300,75,Medium Risk
77301,75,Medium Risk
77302,35,High Risk
77303,70,Medium Risk
77304,40,High Risk
77305,55,Medium Risk
77306,55,Medium Risk
77307,90,Low Risk
77308,70,Medium Risk
77309,75,Medium Risk
77310,55,Medium Risk
77311,60,Medium Risk
77312,75,Medium Risk
77313,75,Medium Risk
77314,40,High Risk
77315,75,Medium Risk
77316,40,High Risk
77317,55,Medium Risk
77318,70,Medium Risk
77319,40,High Risk
77320,70,Medium Risk
77321,75,Medium Risk
77322,70,Medium Risk
77323,60,Medium Risk
77324,70,Medium Risk
77325,55,Medium Risk
77326,55,Medium Risk
77327,70,Medium Risk
77328,70,Medium Risk
77329,40,High Risk
77330,70,Medium Risk
77331,35,High Risk
77332,55,Medium Risk
77333,55,Medium Risk
77334,70,Medium Risk
77335,35,High Risk
77336,60,Medium Risk
77337,75,Medium Risk
77338,70,Medium Risk
77339,90,Low Risk
77340,55,Medium Risk
77341,55,Medium Risk
77342,55,Medium Risk
77343,55,Medium Risk
77344,75,Medium Risk
77345,65,Medium Risk
77346,40,High Risk
77347,55,Medium Risk
77348,55,Medium Risk
77349,75,Medium Risk
77350,75,Medium Risk
77351,40,High Risk
77352,55,Medium Risk
77353,55,Medium Risk
77354,55,Medium Risk
77355,75,Medium Risk
77356,75,Medium Risk
77357,70,Medium Risk
77358,75,Medium Risk
77359,60,Medium Risk
77360,55,Medium Risk
77361,55,Medium Risk
77362,90,Low Risk
77363,55,Medium Risk
77364,90,Low Risk
77365,55,Medium Risk
77366,55,Medium Risk
77367,50,Medium Risk
77368,70,Medium Risk
77369,70,Medium Risk
77370,40,High Risk
77371,55,Medium Risk
77372,55,Medium Risk
77373,90,Low Risk
77374,55,Medium Risk
77375,55,Medium Risk
77376,60,Medium Risk
77377,70,Medium Risk
77378,55,Medium Risk
77379,70,Medium Risk
77380,55,Medium Risk
77381,20,High Risk
77382,55,Medium Risk
77383,65,Medium Risk
77384,55,Medium Risk
77385,55,Medium Risk
77386,60,Medium Risk
77387,40,High Risk
77388,55,Medium Risk
77389,55,Medium Risk
77390,35,High Risk
77391,55,Medium Risk
77392,55,Medium Risk
77393,75,Medium Risk
77394,50,Medium Risk
77395,55,Medium Risk
77396,35,High Risk
77397,75,Medium Risk
77398,55,Medium Risk
77399,90,Low Risk
77400,55,Medium Risk
77401,55,Medium Risk
77402,55,Medium Risk
77403,90,Low Risk
77404,90,Low Risk
77405,75,Medium Risk
77406,20,High Risk
77407,55,Medium Risk
77408,40,High Risk
77409,70,Medium Risk
77410,90,Low Risk
77411,40,High Risk
77412,90,Low Risk
77413,55,Medium Risk
77414,55,Medium Risk
77415,55,Medium Risk
77416,50,Medium Risk
77417,70,Medium Risk
77418,55,Medium Risk
77419,70,Medium Risk
77420,55,Medium Risk
77421,55,Medium Risk
77422,90,Low Risk
77423,90,Low Risk
77424,55,Medium Risk
77425,75,Medium Risk
77426,40,High Risk
77427,55,Medium Risk
77428,35,High Risk
77429,55,Medium Risk
77430,70,Medium Risk
77431,65,Medium Risk
77432,70,Medium Risk
77433,75,Medium Risk
77434,55,Medium Risk
77435,70,Medium Risk
77436,75,Medium Risk
77437,55,Medium Risk
77438,55,Medium Risk
77439,70,Medium Risk
77440,40,High Risk
77441,55,Medium Risk
77442,90,Low Risk
77443,55,Medium Risk
77444,70,Medium Risk
77445,75,Medium Risk
77446,55,Medium Risk
77447,55,Medium Risk
77448,55,Medium Risk
77449,55,Medium Risk
77450,55,Medium Risk
77451,90,Low Risk
77452,35,High Risk
77453,55,Medium Risk
77454,75,Medium Risk
77455,35,High Risk
77456,55,Medium Risk
77457,70,Medium Risk
77458,55,Medium Risk
77459,55,Medium Risk
77460,75,Medium Risk
77461,70,Medium Risk
77462,70,Medium Risk
77463,55,Medium Risk
77464,75,Medium Risk
77465,90,Low Risk
77466,40,High Risk
77467,55,Medium Risk
77468,60,Medium Risk
77469,40,High Risk
77470,70,Medium Risk
77471,40,High Risk
77472,50,Medium Risk
77473,50,Medium Risk
77474,55,Medium Risk
77475,90,Low Risk
77476,55,Medium Risk
77477,55,Medium Risk
77478,55,Medium Risk
77479,70,Medium Risk
77480,55,Medium Risk
77481,55,Medium Risk
77482,75,Medium Risk
77483,70,Medium Risk
77484,70,Medium Risk
77485,70,Medium Risk
77486,75,Medium Risk
77487,55,Medium Risk
77488,55,Medium Risk
77489,55,Medium Risk
77490,90,Low Risk
77491,90,Low Risk
77492,55,Medium Risk
77493,75,Medium Risk
77494,55,Medium Risk
77495,55,Medium Risk
77496,55,Medium Risk
77497,55,Medium Risk
77498,70,Medium Risk
77499,55,Medium Risk
77500,70,Medium Risk
77501,60,Medium Risk
77502,75,Medium Risk
77503,70,Medium Risk
77504,55,Medium Risk
77505,55,Medium Risk
77506,35,High Risk
77507,20,High Risk
77508,55,Medium Risk
77509,55,Medium Risk
77510,40,High Risk
77511,75,Medium Risk
77512,40,High Risk
77513,55,Medium Risk
77514,55,Medium Risk
77515,55,Medium Risk
77516,35,High Risk
77517,40,High Risk
77518,75,Medium Risk
77519,70,Medium Risk
77520,75,Medium Risk
77521,55,Medium Risk
77522,70,Medium Risk
77523,70,Medium Risk
77524,75,Medium Risk
77525,55,Medium Risk
77526,40,High Risk
77527,55,Medium Risk
77528,70,Medium Risk
77529,55,Medium Risk
77530,70,Medium Risk
77531,70,Medium Risk
77532,55,Medium Risk
77533,75,Medium Risk
77534,55,Medium Risk
77535,70,Medium Risk
77536,70,Medium Risk
77537,55,Medium Risk
77538,55,Medium Risk
77539,55,Medium Risk
77540,40,High Risk
77541,55,Medium Risk
77542,80,Low Risk
77543,55,Medium Risk
77544,40,High Risk
77545,70,Medium Risk
77546,65,Medium Risk
77547,90,Low Risk
77548,40,High Risk
77549,30,High Risk
77550,90,Low Risk
77551,75,Medium Risk
77552,55,Medium Risk
77553,40,High Risk
77554,55,Medium Risk
77555,70,Medium Risk
77556,70,Medium Risk
77557,55,Medium Risk
77558,75,Medium Risk
77559,70,Medium Risk
77560,75,Medium Risk
77561,55,Medium Risk
77562,55,Medium Risk
77563,70,Medium Risk
77564,70,Medium Risk
77565,60,Medium Risk
77566,75,Medium Risk
77567,40,High Risk
77568,75,Medium Risk
77569,60,Medium Risk
77570,70,Medium Risk
77571,75,Medium Risk
77572,35,High Risk
77573,75,Medium Risk
77574,90,Low Risk
77575,70,Medium Risk
77576,70,Medium Risk
77577,55,Medium Risk
77578,70,Medium Risk
77579,35,High Risk
77580,90,Low Risk
77581,55,Medium Risk
77582,35,High Risk
77583,40,High Risk
77584,40,High Risk
77585,70,Medium Risk
77586,40,High Risk
77587,90,Low Risk
77588,60,Medium Risk
77589,55,Medium Risk
77590,70,Medium Risk
77591,35,High Risk
77592,55,Medium Risk
77593,50,Medium Risk
77594,55,Medium Risk
77595,35,High Risk
77596,70,Medium Risk
77597,35,High Risk
77598,50,Medium Risk
77599,55,Medium Risk
77600,90,Low Risk
77601,75,Medium Risk
77602,55,Medium Risk
77603,35,High Risk
77604,75,Medium Risk
77605,55,Medium Risk
77606,55,Medium Risk
77607,70,Medium Risk
77608,55,Medium Risk
77609,40,High Risk
77610,55,Medium Risk
77611,55,Medium Risk
77612,55,Medium Risk
77613,50,Medium Risk
77614,55,Medium Risk
77615,55,Medium Risk
77616,75,Medium Risk
77617,55,Medium Risk
77618,40,High Risk
77619,55,Medium Risk
77620,55,Medium Risk
77621,25,High Risk
77622,55,Medium Risk
77623,70,Medium Risk
77624,55,Medium Risk
77625,50,Medium Risk
77626,70,Medium Risk
77627,55,Medium Risk
77628,55,Medium Risk
77629,55,Medium Risk
77630,55,Medium Risk
77631,70,Medium Risk
77632,70,Medium Risk
77633,70,Medium Risk
77634,90,Low Risk
77635,55,Medium Risk
77636,70,Medium Risk
77637,50,Medium Risk
77638,40,High Risk
77639,25,High Risk
77640,55,Medium Risk
77641,70,Medium Risk
77642,70,Medium Risk
77643,55,Medium Risk
77644,55,Medium Risk
77645,70,Medium Risk
77646,75,Medium Risk
77647,55,Medium Risk
77648,35,High Risk
77649,55,Medium Risk
77650,55,Medium Risk
77651,55,Medium Risk
77652,55,Medium Risk
77653,35,High Risk
77654,50,Medium Risk
77655,35,High Risk
77656,90,Low Risk
77657,55,Medium Risk
77658,90,Low Risk
77659,70,Medium Risk
77660,75,Medium Risk
77661,60,Medium Risk
77662,55,Medium Risk
77663,40,High Risk
77664,35,High Risk
77665,55,Medium Risk
77666,55,Medium Risk
77667,55,Medium Risk
77668,70,Medium Risk
77669,55,Medium Risk
77670,55,Medium Risk
77671,70,Medium Risk
77672,55,Medium Risk
77673,55,Medium Risk
77674,70,Medium Risk
77675,40,High Risk
77676,55,Medium Risk
77677,55,Medium Risk
77678,55,Medium Risk
77679,75,Medium Risk
77680,20,High Risk
77681,55,Medium Risk
77682,50,Medium Risk
77683,70,Medium Risk
77684,55,Medium Risk
77685,90,Low Risk
77686,80,Low Risk
77687,90,Low Risk
77688,40,High Risk
77689,70,Medium Risk
77690,40,High Risk
77691,70,Medium Risk
77692,75,Medium Risk
77693,70,Medium Risk
77694,20,High Risk
77695,20,High Risk
77696,55,Medium Risk
77697,55,Medium Risk
77698,70,Medium Risk
77699,55,Medium Risk
77700,40,High Risk
77701,70,Medium Risk
77702,75,Medium Risk
77703,75,Medium Risk
77704,55,Medium Risk
77705,75,Medium Risk
77706,50,Medium Risk
77707,60,Medium Risk
77708,55,Medium Risk
77709,55,Medium Risk
77710,40,High Risk
77711,55,Medium Risk
77712,50,Medium Risk
77713,70,Medium Risk
77714,90,Low Risk
77715,70,Medium Risk
77716,70,Medium Risk
77717,50,Medium Risk
77718,75,Medium Risk
77719,70,Medium Risk
77720,55,Medium Risk
77721,40,High Risk
77722,50,Medium Risk
77723,55,Medium Risk
77724,55,Medium Risk
77725,75,Medium Risk
77726,70,Medium Risk
77727,55,Medium Risk
77728,55,Medium Risk
77729,70,Medium Risk
77730,55,Medium Risk
77731,55,Medium Risk
77732,55,Medium Risk
77733,60,Medium Risk
77734,55,Medium Risk
77735,40,High Risk
77736,55,Medium Risk
77737,20,High Risk
77738,55,Medium Risk
77739,50,Medium Risk
77740,40,High Risk
77741,55,Medium Risk
77742,70,Medium Risk
77743,55,Medium Risk
77744,90,Low Risk
77745,70,Medium Risk
77746,90,Low Risk
77747,70,Medium Risk
77748,55,Medium Risk
77749,60,Medium Risk
77750,60,Medium Risk
77751,75,Medium Risk
77752,90,Low Risk
77753,40,High Risk
77754,40,High Risk
77755,70,Medium Risk
77756,55,Medium Risk
77757,55,Medium Risk
77758,70,Medium Risk
77759,70,Medium Risk
77760,50,Medium Risk
77761,55,Medium Risk
77762,80,Low Risk
77763,55,Medium Risk
77764,50,Medium Risk
77765,55,Medium Risk
77766,75,Medium Risk
77767,55,Medium Risk
77768,70,Medium Risk
77769,75,Medium Risk
77770,75,Medium Risk
77771,45,High Risk
77772,55,Medium Risk
77773,90,Low Risk
77774,90,Low Risk
77775,55,Medium Risk
77776,55,Medium Risk
77777,75,Medium Risk
77778,90,Low Risk
77779,55,Medium Risk
77780,35,High Risk
77781,60,Medium Risk
77782,70,Medium Risk
77783,55,Medium Risk
77784,70,Medium Risk
77785,80,Low Risk
77786,55,Medium Risk
77787,70,Medium Risk
77788,55,Medium Risk
77789,90,Low Risk
77790,55,Medium Risk
77791,55,Medium Risk
77792,75,Medium Risk
77793,40,High Risk
77794,70,Medium Risk
77795,50,Medium Risk
77796,20,High Risk
77797,70,Medium Risk
77798,55,Medium Risk
77799,25,High Risk
77800,70,Medium Risk
77801,70,Medium Risk
77802,70,Medium Risk
77803,40,High Risk
77804,55,Medium Risk
77805,55,Medium Risk
77806,55,Medium Risk
77807,50,Medium Risk
77808,55,Medium Risk
77809,55,Medium Risk
77810,70,Medium Risk
77811,40,High Risk
77812,55,Medium Risk
77813,35,High Risk
77814,70,Medium Risk
77815,70,Medium Risk
77816,75,Medium Risk
77817,90,Low Risk
77818,70,Medium Risk
77819,90,Low Risk
77820,75,Medium Risk
77821,60,Medium Risk
77822,80,Low Risk
77823,70,Medium Risk
77824,40,High Risk
77825,70,Medium Risk
77826,55,Medium Risk
77827,90,Low Risk
77828,40,High Risk
77829,70,Medium Risk
77830,70,Medium Risk
77831,55,Medium Risk
77832,40,High Risk
77833,75,Medium Risk
77834,55,Medium Risk
77835,55,Medium Risk
77836,55,Medium Risk
77837,70,Medium Risk
77838,55,Medium Risk
77839,90,Low Risk
77840,55,Medium Risk
77841,55,Medium Risk
77842,70,Medium Risk
77843,35,High Risk
77844,55,Medium Risk
77845,55,Medium Risk
77846,70,Medium Risk
77847,55,Medium Risk
77848,55,Medium Risk
77849,55,Medium Risk
77850,70,Medium Risk
77851,55,Medium Risk
77852,70,Medium Risk
77853,50,Medium Risk
77854,55,Medium Risk
77855,55,Medium Risk
77856,55,Medium Risk
77857,55,Medium Risk
77858,70,Medium Risk
77859,40,High Risk
77860,40,High Risk
77861,70,Medium Risk
77862,70,Medium Risk
77863,70,Medium Risk
77864,50,Medium Risk
77865,70,Medium Risk
77866,70,Medium Risk
77867,70,Medium Risk
77868,90,Low Risk
77869,55,Medium Risk
77870,70,Medium Risk
77871,55,Medium Risk
77872,70,Medium Risk
77873,70,Medium Risk
77874,55,Medium Risk
77875,55,Medium Risk
77876,90,Low Risk
77877,55,Medium Risk
77878,55,Medium Risk
77879,40,High Risk
77880,35,High Risk
77881,55,Medium Risk
77882,90,Low Risk
77883,40,High Risk
77884,70,Medium Risk
77885,70,Medium Risk
77886,75,Medium Risk
77887,50,Medium Risk
77888,55,Medium Risk
77889,55,Medium Risk
77890,90,Low Risk
77891,55,Medium Risk
77892,40,High Risk
77893,40,High Risk
77894,75,Medium Risk
77895,55,Medium Risk
77896,70,Medium Risk
77897,55,Medium Risk
77898,90,Low Risk
77899,70,Medium Risk
77900,35,High Risk
77901,40,High Risk
77902,55,Medium Risk
77903,40,High Risk
77904,55,Medium Risk
77905,70,Medium Risk
77906,55,Medium Risk
77907,55,Medium Risk
77908,55,Medium Risk
77909,90,Low Risk
77910,55,Medium Risk
77911,70,Medium Risk
77912,50,Medium Risk
77913,65,Medium Risk
77914,70,Medium Risk
77915,55,Medium Risk
77916,90,Low Risk
77917,55,Medium Risk
77918,75,Medium Risk
77919,70,Medium Risk
77920,55,Medium Risk
77921,55,Medium Risk
77922,55,Medium Risk
77923,75,Medium Risk
77924,55,Medium Risk
77925,75,Medium Risk
77926,70,Medium Risk
77927,70,Medium Risk
77928,70,Medium Risk
77929,90,Low Risk
77930,40,High Risk
77931,25,High Risk
77932,55,Medium Risk
77933,75,Medium Risk
77934,70,Medium Risk
77935,55,Medium Risk
77936,40,High Risk
77937,55,Medium Risk
77938,55,Medium Risk
77939,55,Medium Risk
77940,55,Medium Risk
77941,55,Medium Risk
77942,55,Medium Risk
77943,70,Medium Risk
77944,55,Medium Risk
77945,70,Medium Risk
77946,40,High Risk
77947,75,Medium Risk
77948,70,Medium Risk
77949,25,High Risk
77950,70,Medium Risk
77951,55,Medium Risk
77952,75,Medium Risk
77953,70,Medium Risk
77954,70,Medium Risk
77955,55,Medium Risk
77956,75,Medium Risk
77957,40,High Risk
77958,70,Medium Risk
77959,40,High Risk
77960,55,Medium Risk
77961,55,Medium Risk
77962,45,High Risk
77963,70,Medium Risk
77964,55,Medium Risk
77965,90,Low Risk
77966,90,Low Risk
77967,35,High Risk
77968,55,Medium Risk
77969,70,Medium Risk
77970,40,High Risk
77971,90,Low Risk
77972,70,Medium Risk
77973,55,Medium Risk
77974,55,Medium Risk
77975,55,Medium Risk
77976,40,High Risk
77977,50,Medium Risk
77978,55,Medium Risk
77979,75,Medium Risk
77980,90,Low Risk
77981,55,Medium Risk
77982,55,Medium Risk
77983,60,Medium Risk
77984,50,Medium Risk
77985,70,Medium Risk
77986,55,Medium Risk
77987,70,Medium Risk
77988,75,Medium Risk
77989,55,Medium Risk
77990,70,Medium Risk
77991,55,Medium Risk
77992,55,Medium Risk
77993,55,Medium Risk
77994,55,Medium Risk
77995,70,Medium Risk
77996,70,Medium Risk
77997,75,Medium Risk
77998,35,High Risk
77999,40,High Risk
78000,70,Medium Risk
78001,70,Medium Risk
78002,55,Medium Risk
78003,55,Medium Risk
78004,70,Medium Risk
78005,25,High Risk
78006,90,Low Risk
78007,55,Medium Risk
78008,70,Medium Risk
78009,55,Medium Risk
78010,70,Medium Risk
78011,75,Medium Risk
78012,75,Medium Risk
78013,40,High Risk
78014,70,Medium Risk
78015,55,Medium Risk
78016,70,Medium Risk
78017,40,High Risk
78018,55,Medium Risk
78019,55,Medium Risk
78020,60,Medium Risk
78021,70,Medium Risk
78022,50,Medium Risk
78023,70,Medium Risk
78024,5,High Risk
78025,70,Medium Risk
78026,70,Medium Risk
78027,55,Medium Risk
78028,70,Medium Risk
78029,55,Medium Risk
78030,55,Medium Risk
78031,70,Medium Risk
78032,55,Medium Risk
78033,70,Medium Risk
78034,0,High Risk
78035,55,Medium Risk
78036,50,Medium Risk
78037,70,Medium Risk
78038,40,High Risk
78039,55,Medium Risk
78040,70,Medium Risk
78041,70,Medium Risk
78042,75,Medium Risk
78043,55,Medium Risk
78044,70,Medium Risk
78045,70,Medium Risk
78046,70,Medium Risk
78047,70,Medium Risk
78048,35,High Risk
78049,75,Medium Risk
78050,75,Medium Risk
78051,55,Medium Risk
78052,40,High Risk
78053,40,High Risk
78054,70,Medium Risk
78055,70,Medium Risk
78056,55,Medium Risk
78057,55,Medium Risk
78058,55,Medium Risk
78059,70,Medium Risk
78060,40,High Risk
78061,40,High Risk
78062,60,Medium Risk
78063,70,Medium Risk
78064,40,High Risk
78065,70,Medium Risk
78066,55,Medium Risk
78067,40,High Risk
78068,70,Medium Risk
78069,70,Medium Risk
78070,55,Medium Risk
78071,55,Medium Risk
78072,55,Medium Risk
78073,55,Medium Risk
78074,55,Medium Risk
78075,55,Medium Risk
78076,55,Medium Risk
78077,40,High Risk
78078,55,Medium Risk
78079,75,Medium Risk
78080,55,Medium Risk
78081,70,Medium Risk
78082,70,Medium Risk
78083,70,Medium Risk
78084,55,Medium Risk
78085,75,Medium Risk
78086,75,Medium Risk
78087,75,Medium Risk
78088,55,Medium Risk
78089,70,Medium Risk
78090,55,Medium Risk
78091,55,Medium Risk
78092,55,Medium Risk
78093,35,High Risk
78094,70,Medium Risk
78095,55,Medium Risk
78096,55,Medium Risk
78097,35,High Risk
78098,70,Medium Risk
78099,70,Medium Risk
78100,90,Low Risk
78101,55,Medium Risk
78102,20,High Risk
78103,40,High Risk
78104,35,High Risk
78105,55,Medium Risk
78106,70,Medium Risk
78107,55,Medium Risk
78108,55,Medium Risk
78109,40,High Risk
78110,35,High Risk
78111,55,Medium Risk
78112,55,Medium Risk
78113,70,Medium Risk
78114,55,Medium Risk
78115,55,Medium Risk
78116,90,Low Risk
78117,25,High Risk
78118,55,Medium Risk
78119,70,Medium Risk
78120,40,High Risk
78121,70,Medium Risk
78122,70,Medium Risk
78123,75,Medium Risk
78124,75,Medium Risk
78125,55,Medium Risk
78126,70,Medium Risk
78127,20,High Risk
78128,55,Medium Risk
78129,70,Medium Risk
78130,70,Medium Risk
78131,75,Medium Risk
78132,70,Medium Risk
78133,40,High Risk
78134,75,Medium Risk
78135,75,Medium Risk
78136,75,Medium Risk
78137,55,Medium Risk
78138,5,High Risk
78139,55,Medium Risk
78140,70,Medium Risk
78141,55,Medium Risk
78142,70,Medium Risk
78143,55,Medium Risk
78144,50,Medium Risk
78145,40,High Risk
78146,70,Medium Risk
78147,40,High Risk
78148,60,Medium Risk
78149,55,Medium Risk
78150,70,Medium Risk
78151,70,Medium Risk
78152,40,High Risk
78153,25,High Risk
78154,70,Medium Risk
78155,40,High Risk
78156,40,High Risk
78157,60,Medium Risk
78158,70,Medium Risk
78159,40,High Risk
78160,70,Medium Risk
78161,50,Medium Risk
78162,75,Medium Risk
78163,70,Medium Risk
78164,55,Medium Risk
78165,40,High Risk
78166,70,Medium Risk
78167,65,Medium Risk
78168,55,Medium Risk
78169,55,Medium Risk
78170,25,High Risk
78171,70,Medium Risk
78172,75,Medium Risk
78173,55,Medium Risk
78174,55,Medium Risk
78175,55,Medium Risk
78176,55,Medium Risk
78177,75,Medium Risk
78178,70,Medium Risk
78179,50,Medium Risk
78180,75,Medium Risk
78181,55,Medium Risk
78182,55,Medium Risk
78183,70,Medium Risk
78184,55,Medium Risk
78185,75,Medium Risk
78186,55,Medium Risk
78187,55,Medium Risk
78188,40,High Risk
78189,55,Medium Risk
78190,70,Medium Risk
78191,70,Medium Risk
78192,75,Medium Risk
78193,90,Low Risk
78194,35,High Risk
78195,55,Medium Risk
78196,90,Low Risk
78197,55,Medium Risk
78198,40,High Risk
78199,55,Medium Risk
78200,90,Low Risk
78201,55,Medium Risk
78202,75,Medium Risk
78203,90,Low Risk
78204,55,Medium Risk
78205,70,Medium Risk
78206,70,Medium Risk
78207,70,Medium Risk
78208,70,Medium Risk
78209,20,High Risk
78210,55,Medium Risk
78211,40,High Risk
78212,55,Medium Risk
78213,75,Medium Risk
78214,55,Medium Risk
78215,50,Medium Risk
78216,55,Medium Risk
78217,35,High Risk
78218,55,Medium Risk
78219,55,Medium Risk
78220,75,Medium Risk
78221,55,Medium Risk
78222,55,Medium Risk
78223,90,Low Risk
78224,55,Medium Risk
78225,55,Medium Risk
78226,70,Medium Risk
78227,55,Medium Risk
78228,55,Medium Risk
78229,25,High Risk
78230,70,Medium Risk
78231,70,Medium Risk
78232,70,Medium Risk
78233,70,Medium Risk
78234,35,High Risk
78235,75,Medium Risk
78236,50,Medium Risk
78237,40,High Risk
78238,40,High Risk
78239,70,Medium Risk
78240,90,Low Risk
78241,55,Medium Risk
78242,70,Medium Risk
78243,40,High Risk
78244,35,High Risk
78245,55,Medium Risk
78246,55,Medium Risk
78247,55,Medium Risk
78248,70,Medium Risk
78249,50,Medium Risk
78250,55,Medium Risk
78251,70,Medium Risk
78252,70,Medium Risk
78253,40,High Risk
78254,55,Medium Risk
78255,55,Medium Risk
78256,75,Medium Risk
78257,55,Medium Risk
78258,55,Medium Risk
78259,70,Medium Risk
78260,60,Medium Risk
78261,55,Medium Risk
78262,40,High Risk
78263,50,Medium Risk
78264,70,Medium Risk
78265,55,Medium Risk
78266,50,Medium Risk
78267,70,Medium Risk
78268,75,Medium Risk
78269,55,Medium Risk
78270,70,Medium Risk
78271,55,Medium Risk
78272,70,Medium Risk
78273,55,Medium Risk
78274,90,Low Risk
78275,70,Medium Risk
78276,85,Low Risk
78277,55,Medium Risk
78278,40,High Risk
78279,20,High Risk
78280,55,Medium Risk
78281,70,Medium Risk
78282,55,Medium Risk
78283,55,Medium Risk
78284,35,High Risk
78285,90,Low Risk
78286,55,Medium Risk
78287,55,Medium Risk
78288,75,Medium Risk
78289,40,High Risk
78290,85,Low Risk
78291,70,Medium Risk
78292,40,High Risk
78293,55,Medium Risk
78294,55,Medium Risk
78295,40,High Risk
78296,40,High Risk
78297,55,Medium Risk
78298,75,Medium Risk
78299,40,High Risk
78300,40,High Risk
78301,90,Low Risk
78302,70,Medium Risk
78303,40,High Risk
78304,55,Medium Risk
78305,90,Low Risk
78306,90,Low Risk
78307,55,Medium Risk
78308,75,Medium Risk
78309,40,High Risk
78310,65,Medium Risk
78311,55,Medium Risk
78312,90,Low Risk
78313,35,High Risk
78314,55,Medium Risk
78315,75,Medium Risk
78316,75,Medium Risk
78317,55,Medium Risk
78318,70,Medium Risk
78319,75,Medium Risk
78320,70,Medium Risk
78321,75,Medium Risk
78322,35,High Risk
78323,55,Medium Risk
78324,75,Medium Risk
78325,55,Medium Risk
78326,55,Medium Risk
78327,70,Medium Risk
78328,70,Medium Risk
78329,55,Medium Risk
78330,75,Medium Risk
78331,55,Medium Risk
78332,75,Medium Risk
78333,55,Medium Risk
78334,70,Medium Risk
78335,40,High Risk
78336,40,High Risk
78337,70,Medium Risk
78338,70,Medium Risk
78339,70,Medium Risk
78340,70,Medium Risk
78341,55,Medium Risk
78342,70,Medium Risk
78343,70,Medium Risk
78344,70,Medium Risk
78345,55,Medium Risk
78346,55,Medium Risk
78347,55,Medium Risk
78348,55,Medium Risk
78349,55,Medium Risk
78350,35,High Risk
78351,70,Medium Risk
78352,40,High Risk
78353,70,Medium Risk
78354,55,Medium Risk
78355,40,High Risk
78356,75,Medium Risk
78357,70,Medium Risk
78358,75,Medium Risk
78359,55,Medium Risk
78360,70,Medium Risk
78361,70,Medium Risk
78362,40,High Risk
78363,90,Low Risk
78364,70,Medium Risk
78365,70,Medium Risk
78366,75,Medium Risk
78367,55,Medium Risk
78368,55,Medium Risk
78369,35,High Risk
78370,70,Medium Risk
78371,40,High Risk
78372,70,Medium Risk
78373,90,Low Risk
78374,70,Medium Risk
78375,75,Medium Risk
78376,35,High Risk
78377,55,Medium Risk
78378,55,Medium Risk
78379,55,Medium Risk
78380,55,Medium Risk
78381,55,Medium Risk
78382,55,Medium Risk
78383,35,High Risk
78384,75,Medium Risk
